,g0,g1,g2,g5,h0
2016-06-20 15:00:00,1.8732767127025314,11.805257744635462,2.9553806331996424,3.944926155379854,48.67007875986828
2016-06-20 16:00:00,1.8792565049792993,8.49990584364151,3.119385241722066,3.6054198617496933,47.031217618025764
2016-06-20 17:00:00,1.8184975441671383,5.036702843676501,3.538630266457,3.4955124448876718,50.186025316072616
2016-06-20 18:00:00,1.4909971350091458,2.7611414454937346,3.875433296291252,2.9968523844068686,58.24922213393783
2016-06-20 19:00:00,1.0482789425184262,1.9227767198474515,3.970846165056308,2.265984369012833,67.67267369953234
2016-06-20 20:00:00,0.9497191519566959,1.5684886977124117,3.9688675571786916,1.9711585386173809,68.25037225203181
2016-06-20 21:00:00,0.9317797751263917,1.3935997023444784,3.6474536997258995,1.8469011919573508,64.55064322432231
2016-06-20 22:00:00,0.8634392919633282,1.3184325123582605,2.8186368443243786,1.9349575793542224,59.2079559019157
2016-06-20 23:00:00,0.8144263516948188,1.2823522611648759,1.8469205310950085,2.29761944152208,45.92088919442745
2016-06-21 00:00:00,0.7216327893999718,1.101449890598045,1.0987869080362875,1.8954952724096987,30.175530774175428
2016-06-21 01:00:00,0.6174135525763004,1.0312938466109085,0.6791021926618832,1.4992415291237757,22.468786254660973
2016-06-21 02:00:00,0.5727786745104246,1.0483317430077845,0.5786328815429189,1.65252487014796,20.39562691023018
2016-06-21 03:00:00,0.5779042107476544,1.0302916174110923,0.5825900972981517,4.416190895337187,19.199258276685143
2016-06-21 04:00:00,0.694083032124862,1.1219955891942779,0.5856679317744438,6.515520397832236,19.98591162476955
2016-06-21 05:00:00,0.7612489132335603,1.1039554635975857,0.7351627491943469,6.758490800093974,24.27972781639696
2016-06-21 06:00:00,0.8032142411758787,2.752622497295296,1.1625420507594815,6.886661763971643,40.11112644659572
2016-06-21 07:00:00,1.0905646164755716,8.138602217107756,1.3289649577989913,6.861223252056992,53.144169677098375
2016-06-21 08:00:00,1.7468468188508641,14.77586509289079,1.6066295966244877,6.8608971172888555,58.03207303264369
2016-06-21 09:00:00,2.1180210680302523,16.954210258691383,2.359599816717382,6.644017496478042,59.027681176313024
2016-06-21 10:00:00,2.16650009827405,16.800869191119496,2.906794817538174,6.040015905889129,57.04875634753817
2016-06-21 11:00:00,2.228220097130692,16.420022095189328,3.076735249693446,5.452647188475181,58.16318192399109
2016-06-21 12:00:00,2.097412141076391,14.363447777166407,2.9158084756473155,4.578932144637331,64.6653635042513
2016-06-21 13:00:00,1.8306706927305592,11.721571606450805,2.648696412169106,3.796860970645855,62.559426936983655
2016-06-21 14:00:00,1.7621166455576112,12.503310382307472,2.7014592889055424,3.963515837163638,53.98818316514727
2016-06-21 15:00:00,1.8732767127025314,11.805257744635462,2.9553806331996424,3.944926155379854,48.67007875986828
2016-06-21 16:00:00,1.8792565049792993,8.49990584364151,3.119385241722066,3.6054198617496933,47.031217618025764
2016-06-21 17:00:00,1.8184975441671383,5.036702843676501,3.538630266457,3.4955124448876718,50.186025316072616
2016-06-21 18:00:00,1.4909971350091458,2.7611414454937346,3.875433296291252,2.9968523844068686,58.24922213393783
2016-06-21 19:00:00,1.0482789425184262,1.9227767198474515,3.970846165056308,2.265984369012833,67.67267369953234
2016-06-21 20:00:00,0.9497191519566959,1.5684886977124117,3.9688675571786916,1.9711585386173809,68.25037225203181
2016-06-21 21:00:00,0.9317797751263917,1.3935997023444784,3.6474536997258995,1.8469011919573508,64.55064322432231
2016-06-21 22:00:00,0.8634392919633282,1.3184325123582605,2.8186368443243786,1.9349575793542224,59.2079559019157
2016-06-21 23:00:00,0.8144263516948188,1.2823522611648759,1.8469205310950085,2.29761944152208,45.92088919442745
2016-06-22 00:00:00,0.7216327893999718,1.101449890598045,1.0987869080362875,1.8954952724096987,30.175530774175428
2016-06-22 01:00:00,0.6174135525763004,1.0312938466109085,0.6791021926618832,1.4992415291237757,22.468786254660973
2016-06-22 02:00:00,0.5727786745104246,1.0483317430077845,0.5786328815429189,1.65252487014796,20.39562691023018
2016-06-22 03:00:00,0.5779042107476544,1.0302916174110923,0.5825900972981517,4.416190895337187,19.199258276685143
2016-06-22 04:00:00,0.694083032124862,1.1219955891942779,0.5856679317744438,6.515520397832236,19.98591162476955
2016-06-22 05:00:00,0.7612489132335603,1.1039554635975857,0.7351627491943469,6.758490800093974,24.27972781639696
2016-06-22 06:00:00,0.8032142411758787,2.752622497295296,1.1625420507594815,6.886661763971643,40.11112644659572
2016-06-22 07:00:00,1.0905646164755716,8.138602217107756,1.3289649577989913,6.861223252056992,53.144169677098375
2016-06-22 08:00:00,1.7468468188508641,14.77586509289079,1.6066295966244877,6.8608971172888555,58.03207303264369
2016-06-22 09:00:00,2.1180210680302523,16.954210258691383,2.359599816717382,6.644017496478042,59.027681176313024
2016-06-22 10:00:00,2.16650009827405,16.800869191119496,2.906794817538174,6.040015905889129,57.04875634753817
2016-06-22 11:00:00,2.228220097130692,16.420022095189328,3.076735249693446,5.452647188475181,58.16318192399109
2016-06-22 12:00:00,2.097412141076391,14.363447777166407,2.9158084756473155,4.578932144637331,64.6653635042513
2016-06-22 13:00:00,1.8306706927305592,11.721571606450805,2.648696412169106,3.796860970645855,62.559426936983655
2016-06-22 14:00:00,1.7621166455576112,12.503310382307472,2.7014592889055424,3.963515837163638,53.98818316514727
2016-06-22 15:00:00,1.8732767127025314,11.805257744635462,2.9553806331996424,3.944926155379854,48.67007875986828
2016-06-22 16:00:00,1.8792565049792993,8.49990584364151,3.119385241722066,3.6054198617496933,47.031217618025764
2016-06-22 17:00:00,1.8184975441671383,5.036702843676501,3.538630266457,3.4955124448876718,50.186025316072616
2016-06-22 18:00:00,1.4909971350091458,2.7611414454937346,3.875433296291252,2.9968523844068686,58.24922213393783
2016-06-22 19:00:00,1.0482789425184262,1.9227767198474515,3.970846165056308,2.265984369012833,67.67267369953234
2016-06-22 20:00:00,0.9497191519566959,1.5684886977124117,3.9688675571786916,1.9711585386173809,68.25037225203181
2016-06-22 21:00:00,0.9317797751263917,1.3935997023444784,3.6474536997258995,1.8469011919573508,64.55064322432231
2016-06-22 22:00:00,0.8634392919633282,1.3184325123582605,2.8186368443243786,1.9349575793542224,59.2079559019157
2016-06-22 23:00:00,0.8144263516948188,1.2823522611648759,1.8469205310950085,2.29761944152208,45.92088919442745
2016-06-23 00:00:00,0.7216327893999718,1.101449890598045,1.0987869080362875,1.8954952724096987,30.175530774175428
2016-06-23 01:00:00,0.6174135525763004,1.0312938466109085,0.6791021926618832,1.4992415291237757,22.468786254660973
2016-06-23 02:00:00,0.5727786745104246,1.0483317430077845,0.5786328815429189,1.65252487014796,20.39562691023018
2016-06-23 03:00:00,0.5779042107476544,1.0302916174110923,0.5825900972981517,4.416190895337187,19.199258276685143
2016-06-23 04:00:00,0.694083032124862,1.1219955891942779,0.5856679317744438,6.515520397832236,19.98591162476955
2016-06-23 05:00:00,0.7612489132335603,1.1039554635975857,0.7351627491943469,6.758490800093974,24.27972781639696
2016-06-23 06:00:00,0.8032142411758787,2.752622497295296,1.1625420507594815,6.886661763971643,40.11112644659572
2016-06-23 07:00:00,1.0905646164755716,8.138602217107756,1.3289649577989913,6.861223252056992,53.144169677098375
2016-06-23 08:00:00,1.7468468188508641,14.77586509289079,1.6066295966244877,6.8608971172888555,58.03207303264369
2016-06-23 09:00:00,2.1180210680302523,16.954210258691383,2.359599816717382,6.644017496478042,59.027681176313024
2016-06-23 10:00:00,2.16650009827405,16.800869191119496,2.906794817538174,6.040015905889129,57.04875634753817
2016-06-23 11:00:00,2.228220097130692,16.420022095189328,3.076735249693446,5.452647188475181,58.16318192399109
2016-06-23 12:00:00,2.097412141076391,14.363447777166407,2.9158084756473155,4.578932144637331,64.6653635042513
2016-06-23 13:00:00,1.8306706927305592,11.721571606450805,2.648696412169106,3.796860970645855,62.559426936983655
2016-06-23 14:00:00,1.7621166455576112,12.503310382307472,2.7014592889055424,3.963515837163638,53.98818316514727
2016-06-23 15:00:00,1.8732767127025314,11.805257744635462,2.9553806331996424,3.944926155379854,48.67007875986828
2016-06-23 16:00:00,1.8792565049792993,8.49990584364151,3.119385241722066,3.6054198617496933,47.031217618025764
2016-06-23 17:00:00,1.8184975441671383,5.036702843676501,3.538630266457,3.4955124448876718,50.186025316072616
2016-06-23 18:00:00,1.4909971350091458,2.7611414454937346,3.875433296291252,2.9968523844068686,58.24922213393783
2016-06-23 19:00:00,1.0482789425184262,1.9227767198474515,3.970846165056308,2.265984369012833,67.67267369953234
2016-06-23 20:00:00,0.9497191519566959,1.5684886977124117,3.9688675571786916,1.9711585386173809,68.25037225203181
2016-06-23 21:00:00,0.9317797751263917,1.3935997023444784,3.6474536997258995,1.8469011919573508,64.55064322432231
2016-06-23 22:00:00,0.8634392919633282,1.3184325123582605,2.8186368443243786,1.9349575793542224,59.2079559019157
2016-06-23 23:00:00,0.8144263516948188,1.2823522611648759,1.8469205310950085,2.29761944152208,45.92088919442745
2016-06-24 00:00:00,0.7216327893999718,1.101449890598045,1.0987869080362875,1.8954952724096987,30.175530774175428
2016-06-24 01:00:00,0.6174135525763004,1.0312938466109085,0.6791021926618832,1.4992415291237757,22.468786254660973
2016-06-24 02:00:00,0.5727786745104246,1.0483317430077845,0.5786328815429189,1.65252487014796,20.39562691023018
2016-06-24 03:00:00,0.5779042107476544,1.0302916174110923,0.5825900972981517,4.416190895337187,19.199258276685143
2016-06-24 04:00:00,0.694083032124862,1.1219955891942779,0.5856679317744438,6.515520397832236,19.98591162476955
2016-06-24 05:00:00,0.7612489132335603,1.1039554635975857,0.7351627491943469,6.758490800093974,24.27972781639696
2016-06-24 06:00:00,0.8032142411758787,2.752622497295296,1.1625420507594815,6.886661763971643,40.11112644659572
2016-06-24 07:00:00,1.0905646164755716,8.138602217107756,1.3289649577989913,6.861223252056992,53.144169677098375
2016-06-24 08:00:00,1.7468468188508641,14.77586509289079,1.6066295966244877,6.8608971172888555,58.03207303264369
2016-06-24 09:00:00,2.1180210680302523,16.954210258691383,2.359599816717382,6.644017496478042,59.027681176313024
2016-06-24 10:00:00,2.16650009827405,16.800869191119496,2.906794817538174,6.040015905889129,57.04875634753817
2016-06-24 11:00:00,2.228220097130692,16.420022095189328,3.076735249693446,5.452647188475181,58.16318192399109
2016-06-24 12:00:00,2.097412141076391,14.363447777166407,2.9158084756473155,4.578932144637331,64.6653635042513
2016-06-24 13:00:00,1.8306706927305592,11.721571606450805,2.648696412169106,3.796860970645855,62.559426936983655
2016-06-24 14:00:00,1.7621166455576112,12.503310382307472,2.7014592889055424,3.963515837163638,53.98818316514727
2016-06-24 15:00:00,1.8732767127025314,11.805257744635462,2.9553806331996424,3.944926155379854,48.67007875986828
2016-06-24 16:00:00,1.8792565049792993,8.49990584364151,3.119385241722066,3.6054198617496933,47.031217618025764
2016-06-24 17:00:00,1.8184975441671383,5.036702843676501,3.538630266457,3.4955124448876718,50.186025316072616
2016-06-24 18:00:00,1.4909971350091458,2.7611414454937346,3.875433296291252,2.9968523844068686,58.24922213393783
2016-06-24 19:00:00,1.0482789425184262,1.9227767198474515,3.970846165056308,2.265984369012833,67.67267369953234
2016-06-24 20:00:00,0.9497191519566959,1.5684886977124117,3.9688675571786916,1.9711585386173809,68.25037225203181
2016-06-24 21:00:00,0.9317797751263917,1.3935997023444784,3.6474536997258995,1.8469011919573508,64.55064322432231
2016-06-24 22:00:00,0.8634392919633282,1.3184325123582605,2.8186368443243786,1.9349575793542224,59.2079559019157
2016-06-24 23:00:00,0.8144263516948188,1.2823522611648759,1.8469205310950085,2.29761944152208,45.92088919442745
2016-06-25 00:00:00,0.819658669936991,1.1069621511970344,1.2284956466800272,4.2710609235164165,34.006368693232325
2016-06-25 01:00:00,0.8015057290968022,1.0322960758107247,0.7932019136044268,6.094154277399799,26.356984313682354
