,G(i),H_sun,Int,P,T2m,WS10m,time
2016-01-01 00:00:00,0.0,0.0,0.0,0.0,-0.29,0.61,2011-01-01 00:00:00
2016-01-01 01:00:00,0.0,0.0,0.0,0.0,-0.98,0.81,2011-01-01 01:00:00
2016-01-01 02:00:00,0.0,0.0,0.0,0.0,-1.68,1.01,2011-01-01 02:00:00
2016-01-01 03:00:00,0.0,0.0,0.0,0.0,-2.37,1.21,2011-01-01 03:00:00
2016-01-01 04:00:00,0.0,0.0,0.0,0.0,-2.73,1.08,2011-01-01 04:00:00
2016-01-01 05:00:00,0.0,0.0,0.0,0.0,-3.09,0.94,2011-01-01 05:00:00
2016-01-01 06:00:00,0.0,0.0,0.0,0.0,-3.45,0.8,2011-01-01 06:00:00
2016-01-01 07:00:00,0.0,0.0,0.0,0.0,-2.61,0.81,2011-01-01 07:00:00
2016-01-01 08:00:00,59.58,6.77,0.0,39.91,-1.77,0.82,2011-01-01 08:00:00
2016-01-01 09:00:00,88.7,13.01,0.0,65.43,-0.92,0.83,2011-01-01 09:00:00
2016-01-01 10:00:00,74.6,17.29,0.0,52.39,0.68,1.05,2011-01-01 10:00:00
2016-01-01 11:00:00,85.66,19.24,0.0,61.62,2.28,1.28,2011-01-01 11:00:00
2016-01-01 12:00:00,90.26,18.64,0.0,65.17,3.87,1.5,2011-01-01 12:00:00
2016-01-01 13:00:00,68.16,15.56,0.0,46.24,3.39,1.77,2011-01-01 13:00:00
2016-01-01 14:00:00,39.61,10.31,0.0,22.72,2.9,2.03,2011-01-01 14:00:00
2016-01-01 15:00:00,21.52,3.31,0.0,9.16,2.41,2.29,2011-01-01 15:00:00
2016-01-01 16:00:00,0.0,0.0,0.0,0.0,1.53,1.99,2011-01-01 16:00:00
2016-01-01 17:00:00,0.0,0.0,0.0,0.0,0.65,1.68,2011-01-01 17:00:00
2016-01-01 18:00:00,0.0,0.0,0.0,0.0,-0.23,1.38,2011-01-01 18:00:00
2016-01-01 19:00:00,0.0,0.0,0.0,0.0,-0.39,1.37,2011-01-01 19:00:00
2016-01-01 20:00:00,0.0,0.0,0.0,0.0,-0.54,1.36,2011-01-01 20:00:00
2016-01-01 21:00:00,0.0,0.0,0.0,0.0,-0.7,1.35,2011-01-01 21:00:00
2016-01-01 22:00:00,0.0,0.0,0.0,0.0,-0.83,1.22,2011-01-01 22:00:00
2016-01-01 23:00:00,0.0,0.0,0.0,0.0,-0.96,1.09,2011-01-01 23:00:00
2016-01-02 00:00:00,0.0,0.0,0.0,0.0,-1.09,0.97,2011-01-02 00:00:00
2016-01-02 01:00:00,0.0,0.0,0.0,0.0,-1.1,1.05,2011-01-02 01:00:00
2016-01-02 02:00:00,0.0,0.0,0.0,0.0,-1.1,1.13,2011-01-02 02:00:00
2016-01-02 03:00:00,0.0,0.0,0.0,0.0,-1.11,1.21,2011-01-02 03:00:00
2016-01-02 04:00:00,0.0,0.0,0.0,0.0,-1.18,1.14,2011-01-02 04:00:00
2016-01-02 05:00:00,0.0,0.0,0.0,0.0,-1.25,1.06,2011-01-02 05:00:00
2016-01-02 06:00:00,0.0,0.0,0.0,0.0,-1.32,0.98,2011-01-02 06:00:00
2016-01-02 07:00:00,0.0,0.0,0.0,0.0,-1.16,1.55,2011-01-02 07:00:00
2016-01-02 08:00:00,46.66,6.79,0.0,28.93,-1.0,2.13,2011-01-02 08:00:00
2016-01-02 09:00:00,68.76,13.05,0.0,47.83,-0.83,2.7,2011-01-02 09:00:00
2016-01-02 10:00:00,64.47,17.35,0.0,44.03,-0.75,2.69,2011-01-02 10:00:00
2016-01-02 11:00:00,74.6,19.32,0.0,52.84,-0.67,2.68,2011-01-02 11:00:00
2016-01-02 12:00:00,104.32,18.74,0.0,79.41,-0.6,2.66,2011-01-02 12:00:00
2016-01-02 13:00:00,51.58,15.68,0.0,33.01,-0.7,2.27,2011-01-02 13:00:00
2016-01-02 14:00:00,42.37,10.43,0.0,25.39,-0.81,1.87,2011-01-02 14:00:00
2016-01-02 15:00:00,22.19,3.44,0.0,9.81,-0.92,1.48,2011-01-02 15:00:00
2016-01-02 16:00:00,0.0,0.0,0.0,0.0,-1.49,1.88,2011-01-02 16:00:00
2016-01-02 17:00:00,0.0,0.0,0.0,0.0,-2.07,2.28,2011-01-02 17:00:00
2016-01-02 18:00:00,0.0,0.0,0.0,0.0,-2.64,2.68,2011-01-02 18:00:00
2016-01-02 19:00:00,0.0,0.0,0.0,0.0,-2.95,2.55,2011-01-02 19:00:00
2016-01-02 20:00:00,0.0,0.0,0.0,0.0,-3.27,2.43,2011-01-02 20:00:00
2016-01-02 21:00:00,0.0,0.0,0.0,0.0,-3.58,2.3,2011-01-02 21:00:00
2016-01-02 22:00:00,0.0,0.0,0.0,0.0,-3.71,1.97,2011-01-02 22:00:00
2016-01-02 23:00:00,0.0,0.0,0.0,0.0,-3.85,1.64,2011-01-02 23:00:00
2016-01-03 00:00:00,0.0,0.0,0.0,0.0,-3.98,1.31,2011-01-03 00:00:00
2016-01-03 01:00:00,0.0,0.0,0.0,0.0,-4.0,1.29,2011-01-03 01:00:00
2016-01-03 02:00:00,0.0,0.0,0.0,0.0,-4.02,1.26,2011-01-03 02:00:00
2016-01-03 03:00:00,0.0,0.0,0.0,0.0,-4.04,1.24,2011-01-03 03:00:00
2016-01-03 04:00:00,0.0,0.0,0.0,0.0,-4.29,1.13,2011-01-03 04:00:00
2016-01-03 05:00:00,0.0,0.0,0.0,0.0,-4.54,1.01,2011-01-03 05:00:00
2016-01-03 06:00:00,0.0,0.0,0.0,0.0,-4.78,0.9,2011-01-03 06:00:00
2016-01-03 07:00:00,0.0,0.0,0.0,0.0,-4.31,1.14,2011-01-03 07:00:00
2016-01-03 08:00:00,65.3,6.82,0.0,45.31,-3.83,1.37,2011-01-03 08:00:00
2016-01-03 09:00:00,87.67,13.09,0.0,65.35,-3.35,1.61,2011-01-03 09:00:00
2016-01-03 10:00:00,171.52,17.42,0.0,142.91,-2.56,1.72,2011-01-03 10:00:00
2016-01-03 11:00:00,182.86,19.41,0.0,152.9,-1.76,1.83,2011-01-03 11:00:00
2016-01-03 12:00:00,264.08,18.85,0.0,228.6,-0.97,1.93,2011-01-03 12:00:00
2016-01-03 13:00:00,286.82,15.8,0.0,250.73,-1.3,2.04,2011-01-03 13:00:00
2016-01-03 14:00:00,181.88,10.56,0.0,152.86,-1.63,2.14,2011-01-03 14:00:00
2016-01-03 15:00:00,84.76,3.57,0.0,61.77,-1.96,2.25,2011-01-03 15:00:00
2016-01-03 16:00:00,0.0,0.0,0.0,0.0,-3.14,2.71,2011-01-03 16:00:00
2016-01-03 17:00:00,0.0,0.0,0.0,0.0,-4.32,3.17,2011-01-03 17:00:00
2016-01-03 18:00:00,0.0,0.0,0.0,0.0,-5.5,3.63,2011-01-03 18:00:00
2016-01-03 19:00:00,0.0,0.0,0.0,0.0,-6.09,3.49,2011-01-03 19:00:00
2016-01-03 20:00:00,0.0,0.0,0.0,0.0,-6.67,3.36,2011-01-03 20:00:00
2016-01-03 21:00:00,0.0,0.0,0.0,0.0,-7.26,3.23,2011-01-03 21:00:00
2016-01-03 22:00:00,0.0,0.0,0.0,0.0,-7.35,3.12,2011-01-03 22:00:00
2016-01-03 23:00:00,0.0,0.0,0.0,0.0,-7.43,3.02,2011-01-03 23:00:00
2016-01-04 00:00:00,0.0,0.0,0.0,0.0,-7.52,2.91,2011-01-04 00:00:00
2016-01-04 01:00:00,0.0,0.0,0.0,0.0,-7.51,2.32,2011-01-04 01:00:00
2016-01-04 02:00:00,0.0,0.0,0.0,0.0,-7.5,1.73,2011-01-04 02:00:00
2016-01-04 03:00:00,0.0,0.0,0.0,0.0,-7.49,1.14,2011-01-04 03:00:00
2016-01-04 04:00:00,0.0,0.0,0.0,0.0,-7.58,1.19,2011-01-04 04:00:00
2016-01-04 05:00:00,0.0,0.0,0.0,0.0,-7.68,1.24,2011-01-04 05:00:00
2016-01-04 06:00:00,0.0,0.0,0.0,0.0,-7.77,1.28,2011-01-04 06:00:00
2016-01-04 07:00:00,0.0,0.0,0.0,0.0,-7.08,1.25,2011-01-04 07:00:00
2016-01-04 08:00:00,331.66,6.85,0.0,291.4,-6.39,1.21,2011-01-04 08:00:00
2016-01-04 09:00:00,241.14,13.15,0.0,211.21,-5.7,1.17,2011-01-04 09:00:00
2016-01-04 10:00:00,183.68,17.5,0.0,155.34,-4.12,1.42,2011-01-04 10:00:00
2016-01-04 11:00:00,60.79,19.51,0.0,41.17,-2.53,1.67,2011-01-04 11:00:00
2016-01-04 12:00:00,93.95,18.96,0.0,70.04,-0.95,1.92,2011-01-04 12:00:00
2016-01-04 13:00:00,58.03,15.92,0.0,38.52,-1.16,1.57,2011-01-04 13:00:00
2016-01-04 14:00:00,46.05,10.7,0.0,28.48,-1.38,1.23,2011-01-04 14:00:00
2016-01-04 15:00:00,9.21,3.71,0.0,1.68,-1.59,0.88,2011-01-04 15:00:00
2016-01-04 16:00:00,0.0,0.0,0.0,0.0,-2.3,1.1,2011-01-04 16:00:00
2016-01-04 17:00:00,0.0,0.0,0.0,0.0,-3.01,1.31,2011-01-04 17:00:00
2016-01-04 18:00:00,0.0,0.0,0.0,0.0,-3.72,1.53,2011-01-04 18:00:00
2016-01-04 19:00:00,0.0,0.0,0.0,0.0,-3.9,1.35,2011-01-04 19:00:00
2016-01-04 20:00:00,0.0,0.0,0.0,0.0,-4.09,1.17,2011-01-04 20:00:00
2016-01-04 21:00:00,0.0,0.0,0.0,0.0,-4.27,0.99,2011-01-04 21:00:00
2016-01-04 22:00:00,0.0,0.0,0.0,0.0,-4.4,0.76,2011-01-04 22:00:00
2016-01-04 23:00:00,0.0,0.0,0.0,0.0,-4.54,0.52,2011-01-04 23:00:00
2016-01-05 00:00:00,0.0,0.0,0.0,0.0,-4.67,0.29,2011-01-05 00:00:00
2016-01-05 01:00:00,0.0,0.0,0.0,0.0,-4.55,0.33,2011-01-05 01:00:00
2016-01-05 02:00:00,0.0,0.0,0.0,0.0,-4.44,0.36,2011-01-05 02:00:00
2016-01-05 03:00:00,0.0,0.0,0.0,0.0,-4.32,0.4,2011-01-05 03:00:00
2016-01-05 04:00:00,0.0,0.0,0.0,0.0,-4.38,0.39,2011-01-05 04:00:00
2016-01-05 05:00:00,0.0,0.0,0.0,0.0,-4.45,0.37,2011-01-05 05:00:00
2016-01-05 06:00:00,0.0,0.0,0.0,0.0,-4.51,0.36,2011-01-05 06:00:00
2016-01-05 07:00:00,0.0,0.0,0.0,0.0,-3.73,0.58,2011-01-05 07:00:00
2016-01-05 08:00:00,99.83,6.89,0.0,75.76,-2.94,0.81,2011-01-05 08:00:00
2016-01-05 09:00:00,327.17,13.21,0.0,286.91,-2.15,1.03,2011-01-05 09:00:00
2016-01-05 10:00:00,450.71,17.58,0.0,396.53,-0.77,1.25,2011-01-05 10:00:00
2016-01-05 11:00:00,321.54,19.61,0.0,279.02,0.62,1.47,2011-01-05 11:00:00
2016-01-05 12:00:00,493.9,19.08,0.0,430.4,2.0,1.68,2011-01-05 12:00:00
2016-01-05 13:00:00,368.97,16.06,0.0,320.32,1.82,1.31,2011-01-05 13:00:00
2016-01-05 14:00:00,208.17,10.84,0.0,174.1,1.63,0.93,2011-01-05 14:00:00
2016-01-05 15:00:00,151.61,3.86,0.0,119.93,1.44,0.55,2011-01-05 15:00:00
2016-01-05 16:00:00,0.0,0.0,0.0,0.0,0.79,0.61,2011-01-05 16:00:00
2016-01-05 17:00:00,0.0,0.0,0.0,0.0,0.14,0.67,2011-01-05 17:00:00
2016-01-05 18:00:00,0.0,0.0,0.0,0.0,-0.51,0.73,2011-01-05 18:00:00
2016-01-05 19:00:00,0.0,0.0,0.0,0.0,-0.73,0.63,2011-01-05 19:00:00
2016-01-05 20:00:00,0.0,0.0,0.0,0.0,-0.96,0.53,2011-01-05 20:00:00
2016-01-05 21:00:00,0.0,0.0,0.0,0.0,-1.18,0.43,2011-01-05 21:00:00
2016-01-05 22:00:00,0.0,0.0,0.0,0.0,-1.25,1.03,2011-01-05 22:00:00
2016-01-05 23:00:00,0.0,0.0,0.0,0.0,-1.31,1.64,2011-01-05 23:00:00
2016-01-06 00:00:00,0.0,0.0,0.0,0.0,-1.38,2.25,2011-01-06 00:00:00
2016-01-06 01:00:00,0.0,0.0,0.0,0.0,-1.14,2.09,2011-01-06 01:00:00
2016-01-06 02:00:00,0.0,0.0,0.0,0.0,-0.9,1.93,2011-01-06 02:00:00
2016-01-06 03:00:00,0.0,0.0,0.0,0.0,-0.66,1.77,2011-01-06 03:00:00
2016-01-06 04:00:00,0.0,0.0,0.0,0.0,-0.46,1.83,2011-01-06 04:00:00
2016-01-06 05:00:00,0.0,0.0,0.0,0.0,-0.26,1.89,2011-01-06 05:00:00
2016-01-06 06:00:00,0.0,0.0,0.0,0.0,-0.05,1.94,2011-01-06 06:00:00
2016-01-06 07:00:00,0.0,0.0,0.0,0.0,0.44,1.86,2011-01-06 07:00:00
2016-01-06 08:00:00,39.72,6.94,0.0,23.03,0.94,1.78,2011-01-06 08:00:00
2016-01-06 09:00:00,132.83,13.28,0.0,104.87,1.44,1.7,2011-01-06 09:00:00
2016-01-06 10:00:00,311.23,17.67,0.0,268.74,1.73,1.68,2011-01-06 10:00:00
2016-01-06 11:00:00,94.87,19.72,0.0,69.84,2.02,1.66,2011-01-06 11:00:00
2016-01-06 12:00:00,26.71,19.21,0.0,12.92,2.3,1.64,2011-01-06 12:00:00
2016-01-06 13:00:00,64.47,16.2,0.0,43.21,2.89,1.81,2011-01-06 13:00:00
2016-01-06 14:00:00,30.39,10.99,0.0,15.56,3.47,1.98,2011-01-06 14:00:00
2016-01-06 15:00:00,10.13,4.01,0.0,2.08,4.06,2.15,2011-01-06 15:00:00
2016-01-06 16:00:00,0.0,0.0,0.0,0.0,3.93,2.26,2011-01-06 16:00:00
2016-01-06 17:00:00,0.0,0.0,0.0,0.0,3.79,2.36,2011-01-06 17:00:00
2016-01-06 18:00:00,0.0,0.0,0.0,0.0,3.66,2.47,2011-01-06 18:00:00
2016-01-06 19:00:00,0.0,0.0,0.0,0.0,3.58,2.4,2011-01-06 19:00:00
2016-01-06 20:00:00,0.0,0.0,0.0,0.0,3.5,2.34,2011-01-06 20:00:00
2016-01-06 21:00:00,0.0,0.0,0.0,0.0,3.42,2.28,2011-01-06 21:00:00
2016-01-06 22:00:00,0.0,0.0,0.0,0.0,3.7,2.34,2011-01-06 22:00:00
2016-01-06 23:00:00,0.0,0.0,0.0,0.0,3.99,2.4,2011-01-06 23:00:00
2016-01-07 00:00:00,0.0,0.0,0.0,0.0,4.27,2.46,2011-01-07 00:00:00
2016-01-07 01:00:00,0.0,0.0,0.0,0.0,4.49,2.48,2011-01-07 01:00:00
2016-01-07 02:00:00,0.0,0.0,0.0,0.0,4.72,2.5,2011-01-07 02:00:00
2016-01-07 03:00:00,0.0,0.0,0.0,0.0,4.94,2.52,2011-01-07 03:00:00
2016-01-07 04:00:00,0.0,0.0,0.0,0.0,4.9,2.34,2011-01-07 04:00:00
2016-01-07 05:00:00,0.0,0.0,0.0,0.0,4.86,2.16,2011-01-07 05:00:00
2016-01-07 06:00:00,0.0,0.0,0.0,0.0,4.83,1.97,2011-01-07 06:00:00
2016-01-07 07:00:00,0.0,0.0,0.0,0.0,5.22,2.04,2011-01-07 07:00:00
2016-01-07 08:00:00,147.44,7.0,0.0,114.82,5.61,2.11,2011-01-07 08:00:00
2016-01-07 09:00:00,100.8,13.35,0.0,74.07,6.0,2.18,2011-01-07 09:00:00
2016-01-07 10:00:00,164.37,17.77,0.0,130.77,6.11,1.9,2011-01-07 10:00:00
2016-01-07 11:00:00,81.97,19.84,0.0,57.32,6.23,1.63,2011-01-07 11:00:00
2016-01-07 12:00:00,740.1,19.34,0.0,618.87,6.34,1.35,2011-01-07 12:00:00
2016-01-07 13:00:00,181.78,16.34,0.0,146.2,6.66,1.37,2011-01-07 13:00:00
2016-01-07 14:00:00,280.4,11.14,0.0,234.68,6.97,1.38,2011-01-07 14:00:00
2016-01-07 15:00:00,103.19,4.17,0.0,74.96,7.29,1.39,2011-01-07 15:00:00
2016-01-07 16:00:00,0.0,0.0,0.0,0.0,6.93,1.76,2011-01-07 16:00:00
2016-01-07 17:00:00,0.0,0.0,0.0,0.0,6.57,2.13,2011-01-07 17:00:00
2016-01-07 18:00:00,0.0,0.0,0.0,0.0,6.21,2.5,2011-01-07 18:00:00
2016-01-07 19:00:00,0.0,0.0,0.0,0.0,6.28,2.45,2011-01-07 19:00:00
2016-01-07 20:00:00,0.0,0.0,0.0,0.0,6.36,2.4,2011-01-07 20:00:00
2016-01-07 21:00:00,0.0,0.0,0.0,0.0,6.43,2.34,2011-01-07 21:00:00
2016-01-07 22:00:00,0.0,0.0,0.0,0.0,6.54,2.34,2011-01-07 22:00:00
2016-01-07 23:00:00,0.0,0.0,0.0,0.0,6.66,2.34,2011-01-07 23:00:00
2016-01-08 00:00:00,0.0,0.0,0.0,0.0,6.77,2.33,2011-01-08 00:00:00
2016-01-08 01:00:00,0.0,0.0,0.0,0.0,6.63,1.96,2011-01-08 01:00:00
2016-01-08 02:00:00,0.0,0.0,0.0,0.0,6.49,1.6,2011-01-08 02:00:00
2016-01-08 03:00:00,0.0,0.0,0.0,0.0,6.35,1.23,2011-01-08 03:00:00
2016-01-08 04:00:00,0.0,0.0,0.0,0.0,6.16,1.46,2011-01-08 04:00:00
2016-01-08 05:00:00,0.0,0.0,0.0,0.0,5.97,1.7,2011-01-08 05:00:00
2016-01-08 06:00:00,0.0,0.0,0.0,0.0,5.78,1.93,2011-01-08 06:00:00
2016-01-08 07:00:00,0.0,0.0,0.0,0.0,6.1,2.3,2011-01-08 07:00:00
2016-01-08 08:00:00,181.87,7.06,0.0,145.03,6.42,2.68,2011-01-08 08:00:00
2016-01-08 09:00:00,185.33,13.43,0.0,150.06,6.74,3.05,2011-01-08 09:00:00
2016-01-08 10:00:00,38.68,17.87,0.0,21.49,7.41,2.55,2011-01-08 10:00:00
2016-01-08 11:00:00,101.32,19.96,0.0,73.43,8.08,2.06,2011-01-08 11:00:00
2016-01-08 12:00:00,321.18,19.49,0.0,268.52,8.74,1.56,2011-01-08 12:00:00
2016-01-08 13:00:00,343.6,16.5,0.0,289.02,8.75,1.84,2011-01-08 13:00:00
2016-01-08 14:00:00,238.06,11.3,0.0,195.88,8.75,2.13,2011-01-08 14:00:00
2016-01-08 15:00:00,231.42,4.33,0.0,186.47,8.75,2.41,2011-01-08 15:00:00
2016-01-08 16:00:00,0.0,0.0,0.0,0.0,7.96,2.7,2011-01-08 16:00:00
2016-01-08 17:00:00,0.0,0.0,0.0,0.0,7.18,2.99,2011-01-08 17:00:00
2016-01-08 18:00:00,0.0,0.0,0.0,0.0,6.39,3.28,2011-01-08 18:00:00
2016-01-08 19:00:00,0.0,0.0,0.0,0.0,6.18,3.01,2011-01-08 19:00:00
2016-01-08 20:00:00,0.0,0.0,0.0,0.0,5.98,2.73,2011-01-08 20:00:00
2016-01-08 21:00:00,0.0,0.0,0.0,0.0,5.77,2.46,2011-01-08 21:00:00
2016-01-08 22:00:00,0.0,0.0,0.0,0.0,5.8,2.08,2011-01-08 22:00:00
2016-01-08 23:00:00,0.0,0.0,0.0,0.0,5.82,1.7,2011-01-08 23:00:00
2016-01-09 00:00:00,0.0,0.0,0.0,0.0,5.85,1.32,2011-01-09 00:00:00
2016-01-09 01:00:00,0.0,0.0,0.0,0.0,5.93,1.5,2011-01-09 01:00:00
2016-01-09 02:00:00,0.0,0.0,0.0,0.0,6.0,1.67,2011-01-09 02:00:00
2016-01-09 03:00:00,0.0,0.0,0.0,0.0,6.08,1.85,2011-01-09 03:00:00
2016-01-09 04:00:00,0.0,0.0,0.0,0.0,5.96,1.48,2011-01-09 04:00:00
2016-01-09 05:00:00,0.0,0.0,0.0,0.0,5.84,1.11,2011-01-09 05:00:00
2016-01-09 06:00:00,0.0,0.0,0.0,0.0,5.72,0.74,2011-01-09 06:00:00
2016-01-09 07:00:00,0.0,0.0,0.0,0.0,6.1,1.03,2011-01-09 07:00:00
2016-01-09 08:00:00,199.02,7.13,0.0,159.5,6.48,1.31,2011-01-09 08:00:00
2016-01-09 09:00:00,155.05,13.52,0.0,122.09,6.86,1.6,2011-01-09 09:00:00
2016-01-09 10:00:00,291.97,17.98,0.0,244.86,6.97,1.57,2011-01-09 10:00:00
2016-01-09 11:00:00,365.68,20.09,0.0,309.56,7.09,1.54,2011-01-09 11:00:00
2016-01-09 12:00:00,124.87,19.64,0.0,94.44,7.2,1.5,2011-01-09 12:00:00
2016-01-09 13:00:00,116.06,16.66,0.0,87.06,7.03,2.48,2011-01-09 13:00:00
2016-01-09 14:00:00,24.87,11.46,0.0,11.3,6.86,3.45,2011-01-09 14:00:00
2016-01-09 15:00:00,28.05,4.5,0.0,13.57,6.69,4.43,2011-01-09 15:00:00
2016-01-09 16:00:00,0.0,0.0,0.0,0.0,6.43,4.56,2011-01-09 16:00:00
2016-01-09 17:00:00,0.0,0.0,0.0,0.0,6.16,4.69,2011-01-09 17:00:00
2016-01-09 18:00:00,0.0,0.0,0.0,0.0,5.9,4.83,2011-01-09 18:00:00
2016-01-09 19:00:00,0.0,0.0,0.0,0.0,5.77,4.8,2011-01-09 19:00:00
2016-01-09 20:00:00,0.0,0.0,0.0,0.0,5.63,4.78,2011-01-09 20:00:00
2016-01-09 21:00:00,0.0,0.0,0.0,0.0,5.5,4.76,2011-01-09 21:00:00
2016-01-09 22:00:00,0.0,0.0,0.0,0.0,5.35,4.31,2011-01-09 22:00:00
2016-01-09 23:00:00,0.0,0.0,0.0,0.0,5.2,3.87,2011-01-09 23:00:00
2016-01-10 00:00:00,0.0,0.0,0.0,0.0,5.05,3.42,2011-01-10 00:00:00
2016-01-10 01:00:00,0.0,0.0,0.0,0.0,5.02,2.62,2011-01-10 01:00:00
2016-01-10 02:00:00,0.0,0.0,0.0,0.0,4.99,1.81,2011-01-10 02:00:00
2016-01-10 03:00:00,0.0,0.0,0.0,0.0,4.96,1.01,2011-01-10 03:00:00
2016-01-10 04:00:00,0.0,0.0,0.0,0.0,4.81,1.31,2011-01-10 04:00:00
2016-01-10 05:00:00,0.0,0.0,0.0,0.0,4.66,1.6,2011-01-10 05:00:00
2016-01-10 06:00:00,0.0,0.0,0.0,0.0,4.51,1.9,2011-01-10 06:00:00
2016-01-10 07:00:00,0.0,0.0,0.0,0.0,4.71,2.17,2011-01-10 07:00:00
2016-01-10 08:00:00,140.25,7.21,0.0,108.86,4.91,2.45,2011-01-10 08:00:00
2016-01-10 09:00:00,143.35,13.62,0.0,112.77,5.12,2.72,2011-01-10 09:00:00
2016-01-10 10:00:00,166.5,18.1,0.0,133.5,5.17,2.67,2011-01-10 10:00:00
2016-01-10 11:00:00,129.23,20.23,0.0,99.42,5.22,2.63,2011-01-10 11:00:00
2016-01-10 12:00:00,289.52,19.79,0.0,245.62,5.26,2.58,2011-01-10 12:00:00
2016-01-10 13:00:00,72.76,16.82,0.0,49.74,5.35,2.61,2011-01-10 13:00:00
2016-01-10 14:00:00,63.67,11.64,0.0,42.11,5.44,2.64,2011-01-10 14:00:00
2016-01-10 15:00:00,18.42,4.67,0.0,6.98,5.53,2.68,2011-01-10 15:00:00
2016-01-10 16:00:00,0.0,0.0,0.0,0.0,5.21,2.6,2011-01-10 16:00:00
2016-01-10 17:00:00,0.0,0.0,0.0,0.0,4.89,2.53,2011-01-10 17:00:00
2016-01-10 18:00:00,0.0,0.0,0.0,0.0,4.57,2.46,2011-01-10 18:00:00
2016-01-10 19:00:00,0.0,0.0,0.0,0.0,3.87,2.19,2011-01-10 19:00:00
2016-01-10 20:00:00,0.0,0.0,0.0,0.0,3.18,1.93,2011-01-10 20:00:00
2016-01-10 21:00:00,0.0,0.0,0.0,0.0,2.48,1.67,2011-01-10 21:00:00
2016-01-10 22:00:00,0.0,0.0,0.0,0.0,2.49,1.27,2011-01-10 22:00:00
2016-01-10 23:00:00,0.0,0.0,0.0,0.0,2.49,0.87,2011-01-10 23:00:00
2016-01-11 00:00:00,0.0,0.0,0.0,0.0,2.5,0.47,2011-01-11 00:00:00
2016-01-11 01:00:00,0.0,0.0,0.0,0.0,2.54,0.51,2011-01-11 01:00:00
2016-01-11 02:00:00,0.0,0.0,0.0,0.0,2.58,0.54,2011-01-11 02:00:00
2016-01-11 03:00:00,0.0,0.0,0.0,0.0,2.62,0.58,2011-01-11 03:00:00
2016-01-11 04:00:00,0.0,0.0,0.0,0.0,2.4,0.69,2011-01-11 04:00:00
2016-01-11 05:00:00,0.0,0.0,0.0,0.0,2.18,0.81,2011-01-11 05:00:00
2016-01-11 06:00:00,0.0,0.0,0.0,0.0,1.96,0.92,2011-01-11 06:00:00
2016-01-11 07:00:00,0.0,0.0,0.0,0.0,2.86,0.66,2011-01-11 07:00:00
2016-01-11 08:00:00,98.24,7.29,0.0,71.9,3.77,0.39,2011-01-11 08:00:00
2016-01-11 09:00:00,192.11,13.73,0.0,156.1,4.68,0.12,2011-01-11 09:00:00
2016-01-11 10:00:00,217.56,18.23,0.0,178.31,5.71,0.52,2011-01-11 10:00:00
2016-01-11 11:00:00,153.76,20.38,0.0,120.19,6.74,0.92,2011-01-11 11:00:00
2016-01-11 12:00:00,178.84,19.95,0.0,142.27,7.77,1.32,2011-01-11 12:00:00
2016-01-11 13:00:00,702.06,17.0,0.0,587.19,7.49,1.45,2011-01-11 13:00:00
2016-01-11 14:00:00,103.79,11.81,0.0,76.36,7.21,1.57,2011-01-11 14:00:00
2016-01-11 15:00:00,80.65,4.84,0.0,55.93,6.93,1.7,2011-01-11 15:00:00
2016-01-11 16:00:00,0.0,0.0,0.0,0.0,6.33,2.64,2011-01-11 16:00:00
2016-01-11 17:00:00,0.0,0.0,0.0,0.0,5.72,3.59,2011-01-11 17:00:00
2016-01-11 18:00:00,0.0,0.0,0.0,0.0,5.12,4.54,2011-01-11 18:00:00
2016-01-11 19:00:00,0.0,0.0,0.0,0.0,4.85,4.73,2011-01-11 19:00:00
2016-01-11 20:00:00,0.0,0.0,0.0,0.0,4.58,4.92,2011-01-11 20:00:00
2016-01-11 21:00:00,0.0,0.0,0.0,0.0,4.31,5.12,2011-01-11 21:00:00
2016-01-11 22:00:00,0.0,0.0,0.0,0.0,4.03,5.16,2011-01-11 22:00:00
2016-01-11 23:00:00,0.0,0.0,0.0,0.0,3.74,5.2,2011-01-11 23:00:00
2016-01-12 00:00:00,0.0,0.0,0.0,0.0,3.46,5.24,2011-01-12 00:00:00
2016-01-12 01:00:00,0.0,0.0,0.0,0.0,3.61,5.45,2011-01-12 01:00:00
2016-01-12 02:00:00,0.0,0.0,0.0,0.0,3.77,5.66,2011-01-12 02:00:00
2016-01-12 03:00:00,0.0,0.0,0.0,0.0,3.92,5.86,2011-01-12 03:00:00
2016-01-12 04:00:00,0.0,0.0,0.0,0.0,3.93,6.09,2011-01-12 04:00:00
2016-01-12 05:00:00,0.0,0.0,0.0,0.0,3.93,6.31,2011-01-12 05:00:00
2016-01-12 06:00:00,0.0,0.0,0.0,0.0,3.94,6.54,2011-01-12 06:00:00
2016-01-12 07:00:00,0.0,0.0,0.0,0.0,4.27,6.1,2011-01-12 07:00:00
2016-01-12 08:00:00,54.92,7.38,0.0,34.93,4.61,5.66,2011-01-12 08:00:00
2016-01-12 09:00:00,66.32,13.84,0.0,44.45,4.95,5.23,2011-01-12 09:00:00
2016-01-12 10:00:00,116.48,18.36,0.0,88.5,4.97,5.35,2011-01-12 10:00:00
2016-01-12 11:00:00,120.73,20.53,0.0,92.22,4.99,5.48,2011-01-12 11:00:00
2016-01-12 12:00:00,130.26,20.12,0.0,100.83,5.01,5.6,2011-01-12 12:00:00
