,G(i),H_sun,Int,P,T2m,WS10m,time
2016-06-27 21:00:00,0.0,0.0,0.0,0.0,8.85,2.01,2013-06-27 21:00:00
2016-06-27 22:00:00,0.0,0.0,0.0,0.0,8.58,2.05,2013-06-27 22:00:00
2016-06-27 23:00:00,0.0,0.0,0.0,0.0,8.32,2.09,2013-06-27 23:00:00
2016-06-28 00:00:00,0.0,0.0,0.0,0.0,8.05,2.12,2013-06-28 00:00:00
2016-06-28 01:00:00,0.0,0.0,0.0,0.0,7.86,1.91,2013-06-28 01:00:00
2016-06-28 02:00:00,0.0,0.0,0.0,0.0,7.68,1.7,2013-06-28 02:00:00
2016-06-28 03:00:00,0.0,0.0,0.0,0.0,7.49,1.49,2013-06-28 03:00:00
2016-06-28 04:00:00,4.32,5.27,0.0,0.0,8.33,1.25,2013-06-28 04:00:00
2016-06-28 05:00:00,67.46,14.49,0.0,44.3,9.18,1.01,2013-06-28 05:00:00
2016-06-28 06:00:00,220.23,24.29,0.0,153.14,10.02,0.77,2013-06-28 06:00:00
2016-06-28 07:00:00,419.54,34.36,0.0,338.79,10.62,1.48,2013-06-28 07:00:00
2016-06-28 08:00:00,479.26,44.34,0.0,396.03,11.22,2.18,2013-06-28 08:00:00
2016-06-28 09:00:00,275.12,53.68,0.0,222.53,11.82,2.88,2013-06-28 09:00:00
2016-06-28 10:00:00,263.63,61.35,0.0,211.75,12.74,3.03,2013-06-28 10:00:00
2016-06-28 11:00:00,567.87,65.43,0.0,465.69,13.65,3.18,2013-06-28 11:00:00
2016-06-28 12:00:00,275.65,64.06,0.0,220.34,14.57,3.32,2013-06-28 12:00:00
2016-06-28 13:00:00,561.47,57.97,0.0,458.13,14.84,3.02,2013-06-28 13:00:00
2016-06-28 14:00:00,536.1,49.32,0.0,436.95,15.12,2.72,2013-06-28 14:00:00
2016-06-28 15:00:00,513.83,39.58,0.0,417.44,15.4,2.41,2013-06-28 15:00:00
2016-06-28 16:00:00,291.54,29.51,0.0,229.86,15.02,1.99,2013-06-28 16:00:00
2016-06-28 17:00:00,114.46,19.52,0.0,81.3,14.64,1.57,2013-06-28 17:00:00
2016-06-28 18:00:00,29.4,9.96,0.0,13.97,14.26,1.14,2013-06-28 18:00:00
2016-06-28 19:00:00,0.0,1.14,0.0,0.0,13.15,1.59,2013-06-28 19:00:00
2016-06-28 20:00:00,0.0,0.0,0.0,0.0,12.05,2.03,2013-06-28 20:00:00
2016-06-28 21:00:00,0.0,0.0,0.0,0.0,10.94,2.47,2013-06-28 21:00:00
2016-06-28 22:00:00,0.0,0.0,0.0,0.0,10.82,2.73,2013-06-28 22:00:00
2016-06-28 23:00:00,0.0,0.0,0.0,0.0,10.71,2.99,2013-06-28 23:00:00
2016-06-29 00:00:00,0.0,0.0,0.0,0.0,10.59,3.26,2013-06-29 00:00:00
2016-06-29 01:00:00,0.0,0.0,0.0,0.0,10.3,3.04,2013-06-29 01:00:00
2016-06-29 02:00:00,0.0,0.0,0.0,0.0,10.02,2.83,2013-06-29 02:00:00
2016-06-29 03:00:00,0.0,0.0,0.0,0.0,9.73,2.62,2013-06-29 03:00:00
2016-06-29 04:00:00,4.32,5.2,0.0,0.0,10.38,2.8,2013-06-29 04:00:00
2016-06-29 05:00:00,30.27,14.42,0.0,14.85,11.03,2.98,2013-06-29 05:00:00
2016-06-29 06:00:00,48.82,24.22,0.0,28.85,11.67,3.16,2013-06-29 06:00:00
2016-06-29 07:00:00,96.71,34.29,0.0,68.26,11.93,3.09,2013-06-29 07:00:00
2016-06-29 08:00:00,112.37,44.27,0.0,81.49,12.19,3.03,2013-06-29 08:00:00
2016-06-29 09:00:00,106.84,53.61,0.0,76.67,12.45,2.97,2013-06-29 09:00:00
2016-06-29 10:00:00,97.63,61.28,0.0,68.91,12.44,3.64,2013-06-29 10:00:00
2016-06-29 11:00:00,103.16,65.37,0.0,73.66,12.43,4.31,2013-06-29 11:00:00
2016-06-29 12:00:00,118.82,64.03,0.0,87.13,12.42,4.98,2013-06-29 12:00:00
2016-06-29 13:00:00,100.39,57.95,0.0,71.25,12.79,5.4,2013-06-29 13:00:00
2016-06-29 14:00:00,172.24,49.32,0.0,133.16,13.17,5.82,2013-06-29 14:00:00
2016-06-29 15:00:00,253.16,39.58,0.0,203.69,13.55,6.23,2013-06-29 15:00:00
2016-06-29 16:00:00,145.48,29.51,0.0,109.64,13.5,5.32,2013-06-29 16:00:00
2016-06-29 17:00:00,128.99,19.52,0.0,93.64,13.46,4.41,2013-06-29 17:00:00
2016-06-29 18:00:00,38.92,9.96,0.0,21.01,13.41,3.5,2013-06-29 18:00:00
2016-06-29 19:00:00,0.0,1.13,0.0,0.0,12.96,3.17,2013-06-29 19:00:00
2016-06-29 20:00:00,0.0,0.0,0.0,0.0,12.52,2.84,2013-06-29 20:00:00
2016-06-29 21:00:00,0.0,0.0,0.0,0.0,12.07,2.51,2013-06-29 21:00:00
2016-06-29 22:00:00,0.0,0.0,0.0,0.0,12.23,2.24,2013-06-29 22:00:00
2016-06-29 23:00:00,0.0,0.0,0.0,0.0,12.39,1.97,2013-06-29 23:00:00
2016-06-30 00:00:00,0.0,0.0,0.0,0.0,12.55,1.7,2013-06-30 00:00:00
2016-06-30 01:00:00,0.0,0.0,0.0,0.0,12.52,1.57,2013-06-30 01:00:00
2016-06-30 02:00:00,0.0,0.0,0.0,0.0,12.49,1.44,2013-06-30 02:00:00
2016-06-30 03:00:00,0.0,0.0,0.0,0.0,12.46,1.31,2013-06-30 03:00:00
2016-06-30 04:00:00,13.84,5.13,0.0,3.93,12.68,1.15,2013-06-30 04:00:00
2016-06-30 05:00:00,32.0,14.35,0.0,15.93,12.9,0.99,2013-06-30 05:00:00
2016-06-30 06:00:00,142.77,24.15,0.0,106.0,13.12,0.83,2013-06-30 06:00:00
2016-06-30 07:00:00,335.78,34.22,0.0,267.46,13.6,1.02,2013-06-30 07:00:00
2016-06-30 08:00:00,512.33,44.2,0.0,414.13,14.08,1.21,2013-06-30 08:00:00
2016-06-30 09:00:00,636.55,53.54,0.0,511.59,14.55,1.41,2013-06-30 09:00:00
2016-06-30 10:00:00,473.4,61.21,0.0,379.7,15.42,1.27,2013-06-30 10:00:00
2016-06-30 11:00:00,381.94,65.31,0.0,303.86,16.28,1.13,2013-06-30 11:00:00
2016-06-30 12:00:00,876.66,63.99,0.0,674.03,17.15,0.99,2013-06-30 12:00:00
2016-06-30 13:00:00,899.6,57.93,0.0,690.73,17.57,1.03,2013-06-30 13:00:00
2016-06-30 14:00:00,551.28,49.3,0.0,436.24,18.0,1.06,2013-06-30 14:00:00
2016-06-30 15:00:00,75.53,39.58,0.0,48.72,18.43,1.09,2013-06-30 15:00:00
2016-06-30 16:00:00,226.34,29.5,0.0,173.2,18.04,1.1,2013-06-30 16:00:00
2016-06-30 17:00:00,173.38,19.52,0.0,117.96,17.64,1.11,2013-06-30 17:00:00
2016-06-30 18:00:00,53.62,9.95,0.0,31.67,17.25,1.12,2013-06-30 18:00:00
2016-06-30 19:00:00,0.0,1.11,0.0,0.0,15.95,1.14,2013-06-30 19:00:00
2016-06-30 20:00:00,0.0,0.0,0.0,0.0,14.64,1.17,2013-06-30 20:00:00
2016-06-30 21:00:00,0.0,0.0,0.0,0.0,13.34,1.2,2013-06-30 21:00:00
2016-06-30 22:00:00,0.0,0.0,0.0,0.0,13.09,1.63,2013-06-30 22:00:00
2016-06-30 23:00:00,0.0,0.0,0.0,0.0,12.83,2.06,2013-06-30 23:00:00
2016-07-01 00:00:00,0.0,0.0,0.0,0.0,16.33,1.78,2007-07-01 00:00:00
2016-07-01 01:00:00,0.0,0.0,0.0,0.0,16.37,1.96,2007-07-01 01:00:00
2016-07-01 02:00:00,0.0,0.0,0.0,0.0,16.41,2.14,2007-07-01 02:00:00
2016-07-01 03:00:00,0.0,0.0,0.0,0.0,16.44,2.32,2007-07-01 03:00:00
2016-07-01 04:00:00,16.43,5.05,0.0,5.3,17.38,2.66,2007-07-01 04:00:00
2016-07-01 05:00:00,89.08,14.27,0.0,59.86,18.31,3.01,2007-07-01 05:00:00
2016-07-01 06:00:00,210.45,24.07,0.0,150.06,19.24,3.35,2007-07-01 06:00:00
2016-07-01 07:00:00,395.42,34.15,0.0,307.24,20.89,3.01,2007-07-01 07:00:00
2016-07-01 08:00:00,599.52,44.13,0.0,470.78,22.55,2.66,2007-07-01 08:00:00
2016-07-01 09:00:00,764.59,53.46,0.0,588.19,24.2,2.32,2007-07-01 09:00:00
2016-07-01 10:00:00,873.81,61.13,0.0,660.82,25.0,2.23,2007-07-01 10:00:00
2016-07-01 11:00:00,960.85,65.25,0.0,715.53,25.79,2.14,2007-07-01 11:00:00
2016-07-01 12:00:00,824.79,63.94,0.0,618.96,26.58,2.06,2007-07-01 12:00:00
2016-07-01 13:00:00,480.15,57.9,0.0,368.58,26.07,2.14,2007-07-01 13:00:00
2016-07-01 14:00:00,405.14,49.29,0.0,311.66,25.57,2.22,2007-07-01 14:00:00
2016-07-01 15:00:00,167.63,39.57,0.0,121.1,25.06,2.3,2007-07-01 15:00:00
2016-07-01 16:00:00,37.76,29.49,0.0,19.04,23.82,1.9,2007-07-01 16:00:00
2016-07-01 17:00:00,23.03,19.5,0.0,9.15,22.57,1.5,2007-07-01 17:00:00
2016-07-01 18:00:00,19.89,9.93,0.0,7.24,21.33,1.1,2007-07-01 18:00:00
2016-07-01 19:00:00,0.0,1.09,0.0,0.0,20.16,1.38,2007-07-01 19:00:00
2016-07-01 20:00:00,0.0,0.0,0.0,0.0,18.99,1.66,2007-07-01 20:00:00
2016-07-01 21:00:00,0.0,0.0,0.0,0.0,17.82,1.93,2007-07-01 21:00:00
2016-07-01 22:00:00,0.0,0.0,0.0,0.0,17.82,1.88,2007-07-01 22:00:00
2016-07-01 23:00:00,0.0,0.0,0.0,0.0,17.82,1.83,2007-07-01 23:00:00
2016-07-02 00:00:00,0.0,0.0,0.0,0.0,17.82,1.78,2007-07-02 00:00:00
2016-07-02 01:00:00,0.0,0.0,0.0,0.0,17.41,1.5,2007-07-02 01:00:00
2016-07-02 02:00:00,0.0,0.0,0.0,0.0,17.0,1.23,2007-07-02 02:00:00
2016-07-02 03:00:00,0.0,0.0,0.0,0.0,16.58,0.95,2007-07-02 03:00:00
2016-07-02 04:00:00,23.35,4.97,0.0,9.67,16.68,1.04,2007-07-02 04:00:00
2016-07-02 05:00:00,17.3,14.19,0.0,5.84,16.77,1.13,2007-07-02 05:00:00
2016-07-02 06:00:00,46.97,23.99,0.0,26.64,16.87,1.21,2007-07-02 06:00:00
2016-07-02 07:00:00,46.05,34.07,0.0,25.89,17.26,1.27,2007-07-02 07:00:00
2016-07-02 08:00:00,272.49,44.05,0.0,212.88,17.65,1.32,2007-07-02 08:00:00
2016-07-02 09:00:00,83.82,53.38,0.0,55.53,18.03,1.38,2007-07-02 09:00:00
2016-07-02 10:00:00,99.47,61.05,0.0,68.13,18.56,1.29,2007-07-02 10:00:00
2016-07-02 11:00:00,92.1,65.17,0.0,61.94,19.09,1.2,2007-07-02 11:00:00
2016-07-02 12:00:00,105.92,63.89,0.0,73.01,19.61,1.1,2007-07-02 12:00:00
2016-07-02 13:00:00,94.87,57.87,0.0,64.25,18.89,1.25,2007-07-02 13:00:00
2016-07-02 14:00:00,449.99,49.27,0.0,357.38,18.18,1.39,2007-07-02 14:00:00
2016-07-02 15:00:00,495.93,39.55,0.0,396.05,17.46,1.53,2007-07-02 15:00:00
2016-07-02 16:00:00,81.05,29.48,0.0,53.54,17.2,1.6,2007-07-02 16:00:00
2016-07-02 17:00:00,124.83,19.48,0.0,88.54,16.95,1.66,2007-07-02 17:00:00
2016-07-02 18:00:00,44.11,9.91,0.0,24.5,16.69,1.72,2007-07-02 18:00:00
2016-07-02 19:00:00,0.0,1.06,0.0,0.0,15.57,1.68,2007-07-02 19:00:00
2016-07-02 20:00:00,0.0,0.0,0.0,0.0,14.45,1.63,2007-07-02 20:00:00
2016-07-02 21:00:00,0.0,0.0,0.0,0.0,13.34,1.59,2007-07-02 21:00:00
2016-07-02 22:00:00,0.0,0.0,0.0,0.0,13.32,1.38,2007-07-02 22:00:00
2016-07-02 23:00:00,0.0,0.0,0.0,0.0,13.3,1.17,2007-07-02 23:00:00
2016-07-03 00:00:00,0.0,0.0,0.0,0.0,13.28,0.97,2007-07-03 00:00:00
2016-07-03 01:00:00,0.0,0.0,0.0,0.0,12.69,0.91,2007-07-03 01:00:00
2016-07-03 02:00:00,0.0,0.0,0.0,0.0,12.1,0.86,2007-07-03 02:00:00
2016-07-03 03:00:00,0.0,0.0,0.0,0.0,11.5,0.8,2007-07-03 03:00:00
2016-07-03 04:00:00,3.46,4.88,0.0,0.0,12.66,1.25,2007-07-03 04:00:00
2016-07-03 05:00:00,83.02,14.11,0.0,56.08,13.81,1.69,2007-07-03 05:00:00
2016-07-03 06:00:00,208.92,23.91,0.0,151.38,14.96,2.14,2007-07-03 06:00:00
2016-07-03 07:00:00,419.25,33.98,0.0,330.97,16.31,2.35,2007-07-03 07:00:00
2016-07-03 08:00:00,613.5,43.96,0.0,492.93,17.66,2.57,2007-07-03 08:00:00
2016-07-03 09:00:00,668.94,53.3,0.0,533.09,19.0,2.79,2007-07-03 09:00:00
2016-07-03 10:00:00,512.03,60.96,0.0,408.02,19.93,3.25,2007-07-03 10:00:00
2016-07-03 11:00:00,120.66,65.09,0.0,84.99,20.86,3.71,2007-07-03 11:00:00
2016-07-03 12:00:00,154.74,63.83,0.0,112.84,21.79,4.17,2007-07-03 12:00:00
2016-07-03 13:00:00,319.25,57.83,0.0,250.9,20.33,3.76,2007-07-03 13:00:00
2016-07-03 14:00:00,91.18,49.24,0.0,61.45,18.87,3.35,2007-07-03 14:00:00
2016-07-03 15:00:00,158.42,39.53,0.0,118.15,17.41,2.94,2007-07-03 15:00:00
2016-07-03 16:00:00,63.55,29.45,0.0,39.6,16.86,2.69,2007-07-03 16:00:00
2016-07-03 17:00:00,23.03,19.46,0.0,9.49,16.32,2.43,2007-07-03 17:00:00
2016-07-03 18:00:00,14.7,9.88,0.0,4.34,15.77,2.18,2007-07-03 18:00:00
2016-07-03 19:00:00,0.0,1.03,0.0,0.0,15.45,2.05,2007-07-03 19:00:00
2016-07-03 20:00:00,0.0,0.0,0.0,0.0,15.14,1.91,2007-07-03 20:00:00
2016-07-03 21:00:00,0.0,0.0,0.0,0.0,14.83,1.78,2007-07-03 21:00:00
2016-07-03 22:00:00,0.0,0.0,0.0,0.0,14.8,1.78,2007-07-03 22:00:00
2016-07-03 23:00:00,0.0,0.0,0.0,0.0,14.76,1.79,2007-07-03 23:00:00
2016-07-04 00:00:00,0.0,0.0,0.0,0.0,14.73,1.79,2007-07-04 00:00:00
2016-07-04 01:00:00,0.0,0.0,0.0,0.0,14.36,1.95,2007-07-04 01:00:00
2016-07-04 02:00:00,0.0,0.0,0.0,0.0,13.99,2.11,2007-07-04 02:00:00
2016-07-04 03:00:00,0.0,0.0,0.0,0.0,13.62,2.26,2007-07-04 03:00:00
2016-07-04 04:00:00,5.19,4.79,0.0,0.0,13.52,2.9,2007-07-04 04:00:00
2016-07-04 05:00:00,63.13,14.02,0.0,39.98,13.42,3.54,2007-07-04 05:00:00
2016-07-04 06:00:00,153.73,23.82,0.0,115.47,13.32,4.18,2007-07-04 06:00:00
2016-07-04 07:00:00,379.76,33.9,0.0,307.75,13.16,4.18,2007-07-04 07:00:00
2016-07-04 08:00:00,646.73,43.87,0.0,537.77,13.01,4.19,2007-07-04 08:00:00
2016-07-04 09:00:00,775.93,53.21,0.0,642.21,12.85,4.19,2007-07-04 09:00:00
2016-07-04 10:00:00,92.1,60.87,0.0,64.04,13.13,4.01,2007-07-04 10:00:00
2016-07-04 11:00:00,1006.03,65.0,0.0,811.72,13.41,3.83,2007-07-04 11:00:00
2016-07-04 12:00:00,212.76,63.76,0.0,167.37,13.69,3.64,2007-07-04 12:00:00
2016-07-04 13:00:00,413.61,57.78,0.0,339.69,13.63,3.89,2007-07-04 13:00:00
2016-07-04 14:00:00,568.65,49.21,0.0,471.24,13.58,4.13,2007-07-04 14:00:00
2016-07-04 15:00:00,530.88,39.5,0.0,440.66,13.52,4.37,2007-07-04 15:00:00
2016-07-04 16:00:00,104.08,29.43,0.0,74.16,13.15,4.0,2007-07-04 16:00:00
2016-07-04 17:00:00,182.74,19.43,0.0,119.07,12.77,3.62,2007-07-04 17:00:00
2016-07-04 18:00:00,42.38,9.84,0.0,23.75,12.4,3.24,2007-07-04 18:00:00
2016-07-04 19:00:00,0.0,0.99,0.0,0.0,11.89,2.95,2007-07-04 19:00:00
2016-07-04 20:00:00,0.0,0.0,0.0,0.0,11.39,2.66,2007-07-04 20:00:00
2016-07-04 21:00:00,0.0,0.0,0.0,0.0,10.89,2.37,2007-07-04 21:00:00
2016-07-04 22:00:00,0.0,0.0,0.0,0.0,11.07,2.36,2007-07-04 22:00:00
2016-07-04 23:00:00,0.0,0.0,0.0,0.0,11.26,2.34,2007-07-04 23:00:00
2016-07-05 00:00:00,0.0,0.0,0.0,0.0,11.44,2.33,2007-07-05 00:00:00
2016-07-05 01:00:00,0.0,0.0,0.0,0.0,11.2,2.32,2007-07-05 01:00:00
2016-07-05 02:00:00,0.0,0.0,0.0,0.0,10.95,2.3,2007-07-05 02:00:00
2016-07-05 03:00:00,0.0,0.0,0.0,0.0,10.7,2.29,2007-07-05 03:00:00
2016-07-05 04:00:00,23.35,4.7,0.0,10.01,10.86,2.24,2007-07-05 04:00:00
2016-07-05 05:00:00,81.3,13.92,0.0,55.45,11.01,2.19,2007-07-05 05:00:00
2016-07-05 06:00:00,213.81,23.73,0.0,150.33,11.17,2.14,2007-07-05 06:00:00
2016-07-05 07:00:00,303.37,33.81,0.0,245.56,11.4,2.52,2007-07-05 07:00:00
2016-07-05 08:00:00,177.76,43.78,0.0,138.29,11.64,2.91,2007-07-05 08:00:00
2016-07-05 09:00:00,109.6,53.11,0.0,79.28,11.87,3.3,2007-07-05 09:00:00
2016-07-05 10:00:00,197.1,60.77,0.0,154.83,12.33,3.54,2007-07-05 10:00:00
2016-07-05 11:00:00,127.1,64.91,0.0,93.97,12.79,3.78,2007-07-05 11:00:00
2016-07-05 12:00:00,149.21,63.69,0.0,112.84,13.25,4.03,2007-07-05 12:00:00
2016-07-05 13:00:00,203.55,57.73,0.0,159.75,13.51,4.22,2007-07-05 13:00:00
2016-07-05 14:00:00,236.22,49.17,0.0,187.93,13.77,4.4,2007-07-05 14:00:00
2016-07-05 15:00:00,220.81,39.47,0.0,174.49,14.03,4.59,2007-07-05 15:00:00
2016-07-05 16:00:00,116.05,29.4,0.0,84.1,13.78,3.95,2007-07-05 16:00:00
2016-07-05 17:00:00,118.77,19.4,0.0,85.53,13.52,3.31,2007-07-05 17:00:00
2016-07-05 18:00:00,32.86,9.81,0.0,16.54,13.27,2.66,2007-07-05 18:00:00
2016-07-05 19:00:00,0.0,0.94,0.0,0.0,12.66,2.19,2007-07-05 19:00:00
2016-07-05 20:00:00,0.0,0.0,0.0,0.0,12.05,1.71,2007-07-05 20:00:00
2016-07-05 21:00:00,0.0,0.0,0.0,0.0,11.44,1.24,2007-07-05 21:00:00
2016-07-05 22:00:00,0.0,0.0,0.0,0.0,11.49,1.2,2007-07-05 22:00:00
2016-07-05 23:00:00,0.0,0.0,0.0,0.0,11.55,1.17,2007-07-05 23:00:00
2016-07-06 00:00:00,0.0,0.0,0.0,0.0,11.6,1.13,2007-07-06 00:00:00
2016-07-06 01:00:00,0.0,0.0,0.0,0.0,11.28,1.11,2007-07-06 01:00:00
2016-07-06 02:00:00,0.0,0.0,0.0,0.0,10.96,1.09,2007-07-06 02:00:00
2016-07-06 03:00:00,0.0,0.0,0.0,0.0,10.63,1.06,2007-07-06 03:00:00
2016-07-06 04:00:00,3.46,4.6,0.0,0.0,11.31,1.52,2007-07-06 04:00:00
2016-07-06 05:00:00,85.62,13.83,0.0,58.79,11.98,1.98,2007-07-06 05:00:00
2016-07-06 06:00:00,38.68,23.64,0.0,20.91,12.65,2.44,2007-07-06 06:00:00
2016-07-06 07:00:00,81.97,33.71,0.0,55.32,13.64,2.4,2007-07-06 07:00:00
2016-07-06 08:00:00,187.89,43.69,0.0,144.8,14.63,2.37,2007-07-06 08:00:00
2016-07-06 09:00:00,277.17,53.01,0.0,219.84,15.61,2.33,2007-07-06 09:00:00
2016-07-06 10:00:00,716.54,60.67,0.0,576.03,16.94,3.16,2007-07-06 10:00:00
2016-07-06 11:00:00,395.54,64.81,0.0,317.09,18.27,4.0,2007-07-06 11:00:00
2016-07-06 12:00:00,139.08,63.6,0.0,101.03,19.59,4.83,2007-07-06 12:00:00
2016-07-06 13:00:00,125.26,57.67,0.0,89.35,19.93,5.0,2007-07-06 13:00:00
2016-07-06 14:00:00,193.42,49.12,0.0,146.37,20.27,5.17,2007-07-06 14:00:00
2016-07-06 15:00:00,211.33,39.43,0.0,161.28,20.6,5.34,2007-07-06 15:00:00
2016-07-06 16:00:00,380.08,29.36,0.0,295.86,20.01,4.57,2007-07-06 16:00:00
2016-07-06 17:00:00,182.37,19.36,0.0,117.45,19.41,3.81,2007-07-06 17:00:00
2016-07-06 18:00:00,45.84,9.76,0.0,25.54,18.82,3.05,2007-07-06 18:00:00
2016-07-06 19:00:00,0.0,0.89,0.0,0.0,17.76,2.43,2007-07-06 19:00:00
2016-07-06 20:00:00,0.0,0.0,0.0,0.0,16.7,1.81,2007-07-06 20:00:00
2016-07-06 21:00:00,0.0,0.0,0.0,0.0,15.65,1.19,2007-07-06 21:00:00
2016-07-06 22:00:00,0.0,0.0,0.0,0.0,15.16,1.35,2007-07-06 22:00:00
2016-07-06 23:00:00,0.0,0.0,0.0,0.0,14.68,1.52,2007-07-06 23:00:00
2016-07-07 00:00:00,0.0,0.0,0.0,0.0,14.19,1.68,2007-07-07 00:00:00
2016-07-07 01:00:00,0.0,0.0,0.0,0.0,13.9,1.75,2007-07-07 01:00:00
2016-07-07 02:00:00,0.0,0.0,0.0,0.0,13.6,1.82,2007-07-07 02:00:00
2016-07-07 03:00:00,0.0,0.0,0.0,0.0,13.3,1.89,2007-07-07 03:00:00
2016-07-07 04:00:00,4.32,4.5,0.0,0.0,14.23,1.75,2007-07-07 04:00:00
2016-07-07 05:00:00,72.65,13.73,0.0,47.22,15.15,1.61,2007-07-07 05:00:00
2016-07-07 06:00:00,77.37,23.54,0.0,50.83,16.08,1.48,2007-07-07 06:00:00
2016-07-07 07:00:00,241.32,33.61,0.0,187.15,17.37,1.87,2007-07-07 07:00:00
2016-07-07 08:00:00,524.27,43.59,0.0,418.51,18.66,2.27,2007-07-07 08:00:00
2016-07-07 09:00:00,779.21,52.91,0.0,614.29,19.94,2.66,2007-07-07 09:00:00
2016-07-07 10:00:00,926.33,60.56,0.0,719.41,21.03,3.04,2007-07-07 10:00:00
2016-07-07 11:00:00,818.21,64.7,0.0,638.14,22.11,3.42,2007-07-07 11:00:00
2016-07-07 12:00:00,907.16,63.52,0.0,702.36,23.19,3.79,2007-07-07 12:00:00
2016-07-07 13:00:00,912.1,57.61,0.0,707.39,23.51,3.86,2007-07-07 13:00:00
2016-07-07 14:00:00,796.62,49.07,0.0,624.17,23.83,3.93,2007-07-07 14:00:00
2016-07-07 15:00:00,617.31,39.38,0.0,486.15,24.15,4.0,2007-07-07 15:00:00
2016-07-07 16:00:00,399.34,29.32,0.0,303.63,23.53,3.41,2007-07-07 16:00:00
2016-07-07 17:00:00,185.14,19.31,0.0,110.99,22.91,2.82,2007-07-07 17:00:00
2016-07-07 18:00:00,54.48,9.71,0.0,31.54,22.29,2.23,2007-07-07 18:00:00
2016-07-07 19:00:00,0.0,0.83,0.0,0.0,20.81,2.29,2007-07-07 19:00:00
2016-07-07 20:00:00,0.0,0.0,0.0,0.0,19.33,2.34,2007-07-07 20:00:00
2016-07-07 21:00:00,0.0,0.0,0.0,0.0,17.85,2.39,2007-07-07 21:00:00
2016-07-07 22:00:00,0.0,0.0,0.0,0.0,17.46,1.64,2007-07-07 22:00:00
2016-07-07 23:00:00,0.0,0.0,0.0,0.0,17.08,0.9,2007-07-07 23:00:00
2016-07-08 00:00:00,0.0,0.0,0.0,0.0,16.69,0.15,2007-07-08 00:00:00
2016-07-08 01:00:00,0.0,0.0,0.0,0.0,16.0,0.4,2007-07-08 01:00:00
2016-07-08 02:00:00,0.0,0.0,0.0,0.0,15.31,0.64,2007-07-08 02:00:00
2016-07-08 03:00:00,0.0,0.0,0.0,0.0,14.62,0.88,2007-07-08 03:00:00
2016-07-08 04:00:00,22.49,4.39,0.0,9.15,15.84,1.06,2007-07-08 04:00:00
2016-07-08 05:00:00,68.32,13.62,0.0,43.28,17.06,1.23,2007-07-08 05:00:00
2016-07-08 06:00:00,209.9,23.44,0.0,142.33,18.28,1.41,2007-07-08 06:00:00
2016-07-08 07:00:00,381.77,33.51,0.0,294.5,20.21,1.38,2007-07-08 07:00:00
2016-07-08 08:00:00,272.65,43.48,0.0,208.46,22.14,1.36,2007-07-08 08:00:00
2016-07-08 09:00:00,779.0,52.8,0.0,591.15,24.07,1.34,2007-07-08 09:00:00
2016-07-08 10:00:00,930.86,60.45,0.0,698.29,24.48,1.85,2007-07-08 10:00:00
2016-07-08 11:00:00,190.66,64.59,0.0,139.96,24.89,2.36,2007-07-08 11:00:00
2016-07-08 12:00:00,151.05,63.42,0.0,107.64,25.3,2.87,2007-07-08 12:00:00
2016-07-08 13:00:00,134.47,57.54,0.0,94.63,24.14,2.34,2007-07-08 13:00:00
2016-07-08 14:00:00,86.58,49.01,0.0,56.39,22.99,1.8,2007-07-08 14:00:00
2016-07-08 15:00:00,261.24,39.34,0.0,199.49,21.83,1.27,2007-07-08 15:00:00
2016-07-08 16:00:00,205.02,29.27,0.0,153.19,21.47,1.18,2007-07-08 16:00:00
2016-07-08 17:00:00,151.39,19.26,0.0,105.09,21.1,1.09,2007-07-08 17:00:00
2016-07-08 18:00:00,55.35,9.65,0.0,32.42,20.74,0.99,2007-07-08 18:00:00
2016-07-08 19:00:00,0.0,0.76,0.0,0.0,19.62,1.3,2007-07-08 19:00:00
2016-07-08 20:00:00,0.0,0.0,0.0,0.0,18.5,1.6,2007-07-08 20:00:00
2016-07-08 21:00:00,0.0,0.0,0.0,0.0,17.39,1.9,2007-07-08 21:00:00
2016-07-08 22:00:00,0.0,0.0,0.0,0.0,17.32,1.91,2007-07-08 22:00:00
2016-07-08 23:00:00,0.0,0.0,0.0,0.0,17.25,1.91,2007-07-08 23:00:00
2016-07-09 00:00:00,0.0,0.0,0.0,0.0,17.18,1.92,2007-07-09 00:00:00
2016-07-09 01:00:00,0.0,0.0,0.0,0.0,16.98,1.86,2007-07-09 01:00:00
2016-07-09 02:00:00,0.0,0.0,0.0,0.0,16.78,1.81,2007-07-09 02:00:00
2016-07-09 03:00:00,0.0,0.0,0.0,0.0,16.58,1.75,2007-07-09 03:00:00
2016-07-09 04:00:00,2.59,4.28,0.0,0.0,16.93,1.6,2007-07-09 04:00:00
2016-07-09 05:00:00,15.57,13.51,0.0,4.8,17.27,1.44,2007-07-09 05:00:00
2016-07-09 06:00:00,87.5,23.33,0.0,58.64,17.62,1.28,2007-07-09 06:00:00
2016-07-09 07:00:00,58.03,33.41,0.0,35.06,17.6,1.47,2007-07-09 07:00:00
2016-07-09 08:00:00,90.26,43.38,0.0,60.94,17.59,1.66,2007-07-09 08:00:00
2016-07-09 09:00:00,66.32,52.69,0.0,41.61,17.57,1.85,2007-07-09 09:00:00
2016-07-09 10:00:00,85.66,60.33,0.0,57.36,17.2,2.46,2007-07-09 10:00:00
2016-07-09 11:00:00,126.18,64.47,0.0,91.26,16.83,3.07,2007-07-09 11:00:00
